account_id,paysim_id,is_sender,is_receiver
A001004,C1009036787,0,1
A001005,C1009045429,1,0
A001006,C1009045842,0,1
A001007,C1009048934,0,1
A001008,C1009060188,0,1
A001009,C1009073490,1,0
A001010,C1009074605,0,1
A001011,C1009088871,1,0
A001012,C1009091602,0,1
A001013,C1009096920,0,1
A001014,C1009107292,1,0
A001015,C1009146698,0,1
A001016,C1009154194,1,0
A001017,C1009181383,1,0
A001018,C1009182552,1,0
A001019,C1009185697,1,0
A001020,C1009203356,1,0
A001021,C10092178,1,0
A001022,C100921839,0,1
A001023,C1009227794,1,0
A001024,C1009228264,1,0
A001025,C1009233673,1,0
A001026,C1009233877,1,0
A001027,C1009236962,1,0
A001028,C1009261838,0,1
A001029,C100926654,1,0
A001030,C1009271308,1,0
A001031,C1009280520,0,1
A001032,C1009292184,1,0
A001033,C1009300235,1,0
A001034,C1009314383,1,0
A001035,C1009315628,0,1
A001036,C1009319747,1,0
A001037,C1009335557,0,1
A001038,C1009339733,1,0
A001039,C1009346086,0,1
A001040,C1009347700,0,1
A001041,C100935739,1,0
A001042,C1009358690,1,0
A001043,C1009373667,1,0
A001044,C1009376738,0,1
A001045,C1009379634,1,0
A001046,C1009402320,0,1
A001047,C1009410122,0,1
A001048,C1009424082,0,1
A001049,C1009425287,1,0
A001050,C1009426742,1,0
A001051,C1009437120,1,0
A001052,C1009442027,1,0
A001053,C1009455394,0,1
A001054,C1009459055,0,1
A001055,C1009476531,0,1
A001056,C1009480084,0,1
A001057,C1009498541,1,0
A001058,C1009499688,1,0
A001059,C1009506316,1,0
A001060,C1009509346,1,0
A001061,C1009510323,0,1
A001062,C1009522464,1,0
A001063,C1009522785,1,0
A001064,C1009545186,0,1
A001065,C100954706,1,0
A001066,C1009547475,0,1
A001067,C1009547966,1,0
A001068,C1009564356,0,1
A001069,C100956612,1,0
A001070,C1009574362,0,1
A001071,C1009580678,0,1
A001072,C1009588139,1,0
A001073,C1009599967,1,0
A001074,C1009605750,1,0
A001075,C1009622411,1,0
A001076,C1009631303,0,1
A001077,C1009633992,1,0
A001078,C1009644984,0,1
A001079,C1009679725,0,1
A001080,C1009680580,1,0
A001081,C1009683919,0,1
A001082,C1009685747,0,1
A001083,C1009693101,0,1
A001084,C1009694325,1,0
A001085,C1009703546,1,0
A001086,C1009706083,0,1
A001087,C1009709015,1,0
A001088,C1009743323,0,1
A001089,C1009747499,0,1
A001090,C1009756276,1,0
A001091,C1009758397,0,1
A001092,C1009762629,1,0
A001093,C1009764850,1,0
A001094,C1009769171,1,0
A001095,C100978342,0,1
A001096,C1009788706,1,0
A001097,C1009788883,0,1
A001098,C1009790900,0,1
A001099,C1009791419,0,1
A001100,C1009793563,1,0
A001101,C1009811170,0,1
A001102,C1009815978,0,1
A001103,C1009820402,1,0
A001104,C1009829865,1,0
A001105,C1009849031,0,1
A001106,C100985146,1,0
A001107,C1009856320,1,0
A001108,C1009876530,0,1
A001109,C1009880748,1,0
A001110,C1009881342,1,0
A001111,C1009885907,1,0
A001112,C1009892938,1,0
A001113,C1009901500,0,1
A001114,C1009902865,1,0
A001115,C1009906459,0,1
A001116,C100990823,1,0
A001117,C1009919539,1,0
A001118,C1009920756,0,1
A001119,C100992457,1,0
A001120,C1009930875,1,0
A001121,C1009935859,0,1
A001122,C1009939817,1,0
A001123,C1009940825,0,1
A001124,C1009971798,0,1
A001125,C1009982753,0,1
A001126,C100998477,0,1
A001127,C1010006565,1,0
A001128,C1010010322,1,0
A001129,C1010048898,1,0
A001130,C1010054078,1,0
A001131,C101005636,1,0
A001132,C1010062404,1,0
A001133,C1010063091,1,0
A001134,C1010068445,0,1
A001135,C101006922,1,0
A001136,C1010069424,1,0
A001137,C1010074152,1,0
A001138,C1010101045,0,1
A001139,C1010144706,0,1
A001140,C1010146597,1,0
A001141,C1010166709,1,0
A001142,C1010174256,0,1
A001143,C1010188022,1,0
A001144,C1010196607,1,0
A001145,C1010196656,0,1
A001146,C1010217443,1,0
A001147,C1010235225,0,1
A001148,C1010238219,1,0
A001149,C1010256027,0,1
A001150,C1010257456,1,0
A001151,C1010259755,1,0
A001152,C1010260334,1,0
A001153,C1010265894,1,0
A001154,C1010281515,1,0
A001155,C1010282681,0,1
A001156,C1010285113,0,1
A001157,C1010295665,1,0
A001158,C1010307582,1,0
A001159,C1010331983,1,0
A001160,C1010341790,0,1
A001161,C1010354208,0,1
A001162,C1010355313,1,0
A001163,C1010357851,1,0
A001164,C1010370571,0,1
A001165,C101037402,1,0
A001166,C1010390080,0,1
A001167,C1010390776,0,1
A001168,C1010404541,0,1
A001169,C1010405367,0,1
A001170,C1010429460,1,0
A001171,C1010434811,1,0
A001172,C1010451816,1,0
A001173,C1010463624,1,0
A001174,C1010466012,0,1
A001175,C1010467390,0,1
A001176,C101047141,0,1
A001177,C1010479755,1,0
A001178,C1010494225,1,0
A001179,C1010496632,0,1
A001180,C1010518893,0,1
A001181,C1010534882,0,1
A001182,C1010540246,1,0
A001183,C1010544114,1,0
A001184,C101055011,1,0
A001185,C1010570508,1,0
A001186,C1010572827,1,0
A001187,C1010574321,1,0
A001188,C1010586584,1,0
A001189,C1010587898,1,0
A001190,C1010589224,1,0
A001191,C1010589706,0,1
A001192,C1010594197,0,1
A001193,C1010605974,0,1
A001194,C1010606557,1,0
A001195,C1010612733,1,0
A001196,C1010614259,0,1
A001197,C1010618202,0,1
A001198,C1010622027,1,0
A001199,C1010659498,0,1
A001200,C1010660597,0,1
A001201,C1010661462,1,0
A001202,C1010667989,0,1
A001203,C1010693097,1,0
A001204,C1010697640,1,0
A001205,C1010700874,0,1
A001206,C1010702979,0,1
A001207,C101071037,1,0
A001208,C1010713444,1,0
A001209,C1010719455,1,0
A001210,C1010721332,1,0
A001211,C1010729218,1,0
A001212,C101072949,1,0
A001213,C1010737727,0,1
A001214,C101073845,1,0
A001215,C1010743970,1,0
A001216,C1010765614,0,1
A001217,C1010768947,1,0
A001218,C1010770611,0,1
A001219,C1010778909,1,0
A001220,C1010780299,1,0
A001221,C101078721,0,1
A001222,C1010790838,0,1
A001223,C1010791858,0,1
A001224,C1010793067,1,0
A001225,C1010796866,0,1
A001226,C101081685,0,1
A001227,C1010822707,1,0
A001228,C101084006,0,1
A001229,C101084405,0,1
A001230,C101085214,0,1
A001231,C1010878496,1,0
A001232,C10108921,0,1
A001233,C1010908693,0,1
A001234,C1010917630,0,1
A001235,C1010925421,1,0
A001236,C1010927277,0,1
A001237,C101093051,1,0
A001238,C1010930559,1,0
A001239,C1010940333,1,0
A001240,C1010941471,1,0
A001241,C1010942115,1,0
A001242,C1010970914,1,0
A001243,C1010973952,1,0
A001244,C1010977736,0,1
A001245,C1010983552,1,0
A001246,C1011010458,1,0
A001247,C1011013771,1,0
A001248,C1011019033,0,1
A001249,C1011021677,1,0
A001250,C10110246,1,0
A001251,C1011054162,0,1
A001252,C1011073215,1,0
A001253,C1011076072,1,0
A001254,C1011087453,1,0
A001255,C1011097007,0,1
A001256,C1011119877,1,0
A001257,C101112326,1,0
A001258,C1011124270,1,0
A001259,C1011128300,1,0
A001260,C1011136371,0,1
A001261,C1011137022,1,0
A001262,C1011149485,0,1
A001263,C1011158272,1,0
A001264,C1011169255,1,0
A001265,C1011210011,1,0
A001266,C1011250520,1,0
A001267,C1011267250,1,0
A001268,C1011267630,1,0
A001269,C1011280040,1,0
A001270,C1011295887,0,1
A001271,C1011303797,1,0
A001272,C1011312604,1,0
A001273,C1011316009,1,0
A001274,C1011316101,1,0
A001275,C1011322732,0,1
A001276,C1011325279,0,1
A001277,C1011326511,1,0
A001278,C1011328987,0,1
A001279,C1011337275,1,0
A001280,C1011337759,1,0
A001281,C1011344318,1,0
A001282,C1011346061,1,0
A001283,C1011349802,0,1
A001284,C101137153,1,0
A001285,C1011377361,1,0
A001286,C1011385371,1,0
A001287,C1011395139,1,0
A001288,C1011395618,0,1
A001289,C1011411727,1,0
A001290,C1011415613,1,0
A001291,C1011430821,1,0
A001292,C1011433682,0,1
A001293,C1011441803,1,0
A001294,C1011444814,0,1
A001295,C1011447415,1,0
A001296,C1011476060,1,0
A001297,C1011489653,0,1
A001298,C1011490419,1,0
A001299,C1011490935,1,0
A001300,C1011493697,0,1
A001301,C1011494258,0,1
A001302,C1011506599,0,1
A001303,C1011516202,1,0
A001304,C1011536475,1,0
A001305,C1011539037,0,1
A001306,C1011539062,1,0
A001307,C1011541976,1,0
A001308,C1011544997,1,0
A001309,C1011545311,0,1
A001310,C1011549587,1,0
A001311,C1011560708,0,1
A001312,C1011576940,1,0
A001313,C1011577098,1,0
A001314,C1011578431,1,0
A001315,C1011580411,0,1
A001316,C1011583839,1,0
A001317,C101158904,1,0
A001318,C1011591175,1,0
A001319,C1011595445,0,1
A001320,C1011598972,0,1
A001321,C101162496,1,0
A001322,C1011626360,0,1
A001323,C1011629086,1,0
A001324,C101163889,1,0
A001325,C1011644592,1,0
A001326,C101165363,0,1
A001327,C1011656246,0,1
A001328,C1011657251,0,1
A001329,C1011665365,1,0
A001330,C1011682520,1,0
A001331,C1011685433,1,0
A001332,C1011707014,1,0
A001333,C1011729474,0,1
A001334,C1011732737,0,1
A001335,C1011733272,1,0
A001336,C1011748896,1,0
A001337,C1011772652,0,1
A001338,C1011785567,1,0
A001339,C101179743,0,1
A001340,C101180121,1,0
A001341,C1011806570,0,1
A001342,C1011807007,0,1
A001343,C1011809747,1,0
A001344,C1011820597,1,0
A001345,C1011820806,0,1
A001346,C1011829657,1,0
A001347,C1011834304,1,0
A001348,C1011838914,1,0
A001349,C1011855767,1,0
A001350,C1011858221,1,0
A001351,C1011858671,1,0
A001352,C1011864403,0,1
A001353,C1011865698,0,1
A001354,C101188167,1,0
A001355,C1011884757,1,0
A001356,C1011891445,1,0
A001357,C1011899331,0,1
A001358,C1011903697,1,0
A001359,C1011907162,0,1
A001360,C1011918912,0,1
A001361,C1011926455,1,0
A001362,C1011927637,0,1
A001363,C1011927790,0,1
A001364,C1011934297,1,0
A001365,C1011939317,1,0
A001366,C1011941676,1,0
A001367,C1011949372,1,0
A001368,C1011959733,1,0
A001369,C1011983512,0,1
A001370,C1011985119,0,1
A001371,C1011986497,1,0
A001372,C1011987568,0,1
A001373,C1012008816,1,0
A001374,C1012015300,1,0
A001375,C1012024712,1,0
A001376,C1012044174,0,1
A001377,C1012049413,1,0
A001378,C1012060431,1,0
A001379,C1012060569,1,0
A001380,C1012060815,1,0
A001381,C1012076647,1,0
A001382,C1012124404,1,0
A001383,C101213210,1,0
A001384,C1012141692,1,0
A001385,C101214472,1,0
A001386,C1012147322,1,0
A001387,C1012156131,1,0
A001388,C1012177601,1,0
A001389,C1012183709,0,1
A001390,C1012186818,1,0
A001391,C1012201281,1,0
A001392,C1012201968,1,0
A001393,C1012202722,1,0
A001394,C1012204603,1,0
A001395,C1012209569,0,1
A001396,C1012214152,1,0
A001397,C1012232255,1,0
A001398,C1012236862,0,1
A001399,C1012241223,1,0
A001400,C1012279204,1,0
A001401,C1012286768,1,0
A001402,C1012300225,1,0
A001403,C1012322334,0,1
A001404,C1012328709,1,0
A001405,C1012340691,0,1
A001406,C1012340770,0,1
A001407,C1012366293,1,0
A001408,C1012368684,1,0
A001409,C1012375503,1,0
A001410,C1012383549,0,1
A001411,C1012386485,1,0
A001412,C1012393240,0,1
A001413,C1012405773,0,1
A001414,C1012414042,1,0
A001415,C1012422962,0,1
A001416,C1012428288,0,1
A001417,C1012429189,1,0
A001418,C1012430134,1,0
A001419,C101244277,1,0
A001420,C1012443151,0,1
A001421,C1012457100,1,0
A001422,C1012463461,1,0
A001423,C1012484857,1,0
A001424,C101249362,1,0
A001425,C1012499432,0,1
A001426,C1012506028,0,1
A001427,C1012506214,1,0
A001428,C1012523671,1,0
A001429,C1012556019,1,0
A001430,C1012565110,0,1
A001431,C1012565567,0,1
A001432,C1012571450,1,0
A001433,C1012577827,1,0
A001434,C1012578524,1,0
A001435,C1012580160,1,0
A001436,C1012580220,1,0
A001437,C1012582482,1,0
A001438,C1012599407,0,1
A001439,C1012617562,1,0
A001440,C1012623137,0,1
A001441,C1012628216,0,1
A001442,C1012643201,1,0
A001443,C1012671065,1,0
A001444,C10126915,1,0
A001445,C101269544,1,0
A001446,C1012698401,0,1
A001447,C1012704547,1,0
A001448,C1012714000,1,0
A001449,C1012731024,1,0
A001450,C1012743437,0,1
A001451,C1012744424,0,1
A001452,C101274841,1,0
A001453,C1012753540,1,0
A001454,C101275842,1,0
A001455,C1012761269,0,1
A001456,C1012785532,0,1
A001457,C1012786959,1,0
A001458,C1012789227,0,1
A001459,C1012789661,1,0
A001460,C1012794535,0,1
A001461,C1012799951,1,0
A001462,C1012815022,1,0
A001463,C1012821868,0,1
A001464,C1012828724,0,1
A001465,C1012843644,1,0
A001466,C1012847423,1,0
A001467,C1012848181,1,0
A001468,C1012855393,1,0
A001469,C1012855711,0,1
A001470,C101287440,0,1
A001471,C1012878616,1,0
A001472,C1012882016,1,0
A001473,C1012882206,1,0
A001474,C1012906750,1,0
A001475,C1012907330,1,0
A001476,C101291792,1,0
A001477,C1012919749,1,0
A001478,C1012920434,1,0
A001479,C1012934809,0,1
A001480,C1012952481,1,0
A001481,C1012963233,1,0
A001482,C1012971892,1,0
A001483,C101298623,1,0
A001484,C1012989924,1,0
A001485,C1012998619,0,1
A001486,C1012999584,1,0
A001487,C1013006881,1,0
A001488,C1013007824,0,1
A001489,C1013019053,1,0
A001490,C1013023051,1,0
A001491,C1013036991,0,1
A001492,C1013059674,0,1
A001493,C1013062241,0,1
A001494,C1013067069,0,1
A001495,C1013069669,1,0
A001496,C1013071902,0,1
A001497,C1013094338,1,0
A001498,C1013101723,1,0
A001499,C1013107798,0,1
A001500,C1013132909,1,0
A001501,C1013138721,0,1
A001502,C1013141129,1,0
A001503,C101315497,1,0
A001504,C1013158052,1,0
A001505,C1013171518,1,0
A001506,C1013182374,1,0
A001507,C1013193818,1,0
A001508,C1013200206,1,0
A001509,C1013206656,1,0
A001510,C1013207148,1,0
A001511,C1013220847,1,0
A001512,C1013225615,0,1
A001513,C1013237902,1,0
A001514,C1013248504,1,0
A001515,C1013248988,1,0
A001516,C1013258677,1,0
A001517,C101326451,0,1
A001518,C1013264848,0,1
A001519,C101326728,0,1
A001520,C1013272899,0,1
A001521,C1013277607,1,0
A001522,C1013288403,1,0
A001523,C1013301931,0,1
A001524,C1013305813,1,0
A001525,C1013306705,1,0
A001526,C1013309847,1,0
A001527,C1013319289,1,0
A001528,C1013331488,0,1
A001529,C1013331531,1,0
A001530,C1013352401,1,0
A001531,C1013369313,1,0
A001532,C1013372564,0,1
A001533,C1013385845,1,0
A001534,C101338589,0,1
A001535,C101339989,1,0
A001536,C1013414323,1,0
A001537,C1013416558,1,0
A001538,C1013419575,1,0
A001539,C1013420342,1,0
A001540,C1013432543,1,0
A001541,C1013450220,1,0
A001542,C1013474653,0,1
A001543,C1013474781,0,1
A001544,C1013492474,1,0
A001545,C1013499668,0,1
A001546,C1013500000,1,0
A001547,C1013511446,0,1
A001548,C1013534083,1,0
A001549,C1013561013,0,1
A001550,C1013573231,0,1
A001551,C1013580147,1,0
A001552,C1013599838,1,0
A001553,C1013618609,0,1
A001554,C1013639667,1,0
A001555,C1013648640,1,0
A001556,C1013662963,0,1
A001557,C1013667107,1,0
A001558,C1013685748,1,0
A001559,C1013700132,0,1
A001560,C101371414,1,0
A001561,C1013720534,0,1
A001562,C1013745677,1,0
A001563,C1013752838,0,1
A001564,C1013753598,1,0
A001565,C1013754229,1,0
A001566,C1013782333,1,0
A001567,C1013796507,1,0
A001568,C1013802349,0,1
A001569,C1013808842,1,0
A001570,C1013822035,0,1
A001571,C1013836299,1,0
A001572,C1013845510,0,1
A001573,C1013850903,1,0
A001574,C1013859188,0,1
A001575,C1013864789,1,0
A001576,C101387524,1,0
A001577,C1013875739,0,1
A001578,C1013880701,0,1
A001579,C1013888802,1,0
A001580,C1013892770,1,0
A001581,C1013899359,1,0
A001582,C1013899628,0,1
A001583,C1013931672,0,1
A001584,C1013933993,0,1
A001585,C1013952895,1,0
A001586,C1013959080,0,1
A001587,C1013980969,1,0
A001588,C1013982091,1,0
A001589,C1013989011,0,1
A001590,C1013992011,1,0
A001591,C1014000122,1,0
A001592,C1014010626,0,1
A001593,C1014018220,0,1
A001594,C1014028766,1,0
A001595,C1014044598,0,1
A001596,C1014053312,1,0
A001597,C1014075581,1,0
A001598,C1014077257,1,0
A001599,C1014080751,1,0
A001600,C1014082554,0,1
A001601,C1014089638,0,1
A001602,C1014100626,1,0
A001603,C1014103702,0,1
A001604,C1014104840,0,1
A001605,C1014127038,1,0
A001606,C1014132276,0,1
A001607,C1014133398,0,1
A001608,C101414778,1,0
A001609,C1014154376,0,1
A001610,C1014176605,1,0
A001611,C1014178558,1,0
A001612,C1014183135,1,0
A001613,C1014187105,0,1
A001614,C1014187520,0,1
A001615,C1014214379,1,0
A001616,C1014240496,1,0
A001617,C1014265297,1,0
A001618,C1014286871,0,1
A001619,C1014289165,1,0
A001620,C1014298205,1,0
A001621,C1014303586,1,0
A001622,C1014309242,1,0
A001623,C1014320385,0,1
A001624,C1014325429,0,1
A001625,C1014328782,1,0
A001626,C1014358846,1,0
A001627,C1014361091,1,0
A001628,C1014369746,1,0
A001629,C1014370145,1,0
A001630,C1014379664,1,0
A001631,C1014424394,1,0
A001632,C1014436759,0,1
A001633,C1014446010,0,1
A001634,C1014449987,1,0
A001635,C1014457582,1,0
A001636,C1014470159,0,1
A001637,C1014472731,0,1
A001638,C101447755,1,0
A001639,C1014484059,1,0
A001640,C1014489003,1,0
A001641,C1014489960,0,1
A001642,C1014491998,1,0
A001643,C1014493743,1,0
A001644,C1014497714,0,1
A001645,C1014504367,0,1
A001646,C1014508988,1,0
A001647,C1014514567,1,0
A001648,C1014517365,0,1
A001649,C1014518050,0,1
A001650,C1014523550,1,0
A001651,C1014524165,0,1
A001652,C101455775,1,0
A001653,C101456315,0,1
A001654,C1014563934,1,0
A001655,C1014570541,0,1
A001656,C1014585814,1,0
A001657,C1014607150,0,1
A001658,C1014616442,0,1
A001659,C1014625603,1,0
A001660,C1014634652,0,1
A001661,C1014650096,1,0
A001662,C10146551,1,0
A001663,C1014656231,1,0
A001664,C1014659124,0,1
A001665,C1014663672,1,0
A001666,C1014676653,0,1
A001667,C1014687821,1,0
A001668,C1014704394,1,0
A001669,C1014710050,0,1
A001670,C1014721679,0,1
A001671,C1014730758,1,0
A001672,C1014745725,1,0
A001673,C1014788542,0,1
A001674,C1014798513,0,1
A001675,C1014809181,1,0
A001676,C1014831439,1,0
A001677,C1014831795,1,0
A001678,C1014836767,1,0
A001679,C1014837088,0,1
A001680,C1014841228,1,0
A001681,C101484535,0,1
A001682,C1014859552,1,0
A001683,C1014868812,1,0
A001684,C1014878234,0,1
A001685,C1014881721,1,0
A001686,C1014882378,0,1
A001687,C1014884162,1,0
A001688,C1014895017,0,1
A001689,C1014923261,0,1
A001690,C1014923643,1,0
A001691,C1014935920,0,1
A001692,C101494756,1,0
A001693,C1014953092,1,0
A001694,C1014966415,0,1
A001695,C101496982,0,1
A001696,C1014986332,1,0
A001697,C1014991395,1,0
A001698,C1015001364,1,0
A001699,C1015003783,1,0
A001700,C1015006598,1,0
A001701,C1015031884,1,0
A001702,C10150504,0,1
A001703,C1015051610,0,1
A001704,C1015067802,1,0
A001705,C1015106733,0,1
A001706,C1015119756,0,1
A001707,C1015125213,1,0
A001708,C101512724,1,0
A001709,C1015129370,0,1
A001710,C1015132683,0,1
A001711,C1015137341,0,1
A001712,C1015146602,0,1
A001713,C1015162770,1,0
A001714,C1015214057,0,1
A001715,C1015214847,1,0
A001716,C1015216625,0,1
A001717,C1015219843,1,0
A001718,C101523408,0,1
A001719,C1015247941,1,0
A001720,C1015290048,0,1
A001721,C1015309209,0,1
A001722,C1015313230,1,0
A001723,C1015351052,1,0
A001724,C1015353794,1,0
A001725,C1015374502,1,0
A001726,C1015376376,1,0
A001727,C1015401213,0,1
A001728,C1015401873,1,0
A001729,C1015402932,1,0
A001730,C1015412095,0,1
A001731,C1015420763,1,0
A001732,C1015421002,0,1
A001733,C1015447272,1,0
A001734,C1015454872,0,1
A001735,C1015462120,1,0
A001736,C101549531,0,1
A001737,C1015529362,1,0
A001738,C1015529677,0,1
A001739,C1015535105,1,0
A001740,C1015545479,1,0
A001741,C1015553392,1,0
A001742,C1015565585,1,0
A001743,C1015573614,1,0
A001744,C1015594741,0,1
A001745,C1015596495,0,1
A001746,C1015599837,1,0
A001747,C1015606802,0,1
A001748,C1015611071,1,0
A001749,C1015612777,1,0
A001750,C1015615322,1,0
A001751,C1015620255,1,0
A001752,C1015623386,1,0
A001753,C1015627291,1,0
A001754,C1015636189,1,0
A001755,C1015641062,1,0
A001756,C1015650621,0,1
A001757,C1015665302,1,0
A001758,C1015667223,1,0
A001759,C1015671159,0,1
A001760,C1015700936,1,0
A001761,C1015701137,1,0
A001762,C101570817,0,1
A001763,C1015717657,1,0
A001764,C1015734572,1,0
A001765,C1015748965,1,0
A001766,C1015754309,0,1
A001767,C1015757286,0,1
A001768,C1015763442,1,0
A001769,C1015769851,0,1
A001770,C1015781445,1,0
A001771,C1015790106,0,1
A001772,C1015806287,1,0
A001773,C1015817870,1,0
A001774,C1015835310,0,1
A001775,C1015838851,1,0
A001776,C1015845498,1,0
A001777,C1015856166,1,0
A001778,C1015890891,1,0
A001779,C1015903611,1,0
A001780,C1015905195,1,0
A001781,C1015911432,1,0
A001782,C1015934176,1,0
A001783,C1015942890,0,1
A001784,C1015948398,0,1
A001785,C1015959372,1,0
A001786,C1015968646,1,0
A001787,C1015977963,1,0
A001788,C1015980447,0,1
A001789,C1015987857,1,0
A001790,C1015989725,1,0
A001791,C1016004411,1,0
A001792,C1016005960,0,1
A001793,C1016007298,1,0
A001794,C1016010587,0,1
A001795,C1016011422,0,1
A001796,C1016034449,1,0
A001797,C10160437,0,1
A001798,C1016060070,0,1
A001799,C101606324,0,1
A001800,C1016090489,0,1
A001801,C1016141741,0,1
A001802,C1016144620,0,1
A001803,C1016154754,1,0
A001804,C1016160383,1,0
A001805,C1016162503,1,0
A001806,C1016167012,1,0
A001807,C1016178591,0,1
A001808,C1016183251,1,0
A001809,C1016207551,1,0
A001810,C1016219531,1,0
A001811,C101622087,1,0
A001812,C1016227171,1,0
A001813,C1016227332,0,1
A001814,C1016232874,1,0
A001815,C1016235131,0,1
A001816,C1016252380,1,0
A001817,C1016262545,1,0
A001818,C1016263653,1,0
A001819,C1016266515,1,0
A001820,C1016267313,0,1
A001821,C1016304505,1,0
A001822,C101631462,1,0
A001823,C1016316016,0,1
A001824,C1016316711,0,1
A001825,C1016319552,1,0
A001826,C1016323653,1,0
A001827,C1016328322,0,1
A001828,C1016334741,0,1
A001829,C1016344649,1,0
A001830,C1016346543,0,1
A001831,C1016373452,1,0
A001832,C101640816,1,0
A001833,C1016426304,0,1
A001834,C1016433439,1,0
A001835,C1016444894,1,0
A001836,C1016448259,0,1
A001837,C1016448817,1,0
A001838,C1016464735,1,0
A001839,C1016471757,1,0
A001840,C1016478502,0,1
A001841,C1016481463,1,0
A001842,C1016483191,0,1
A001843,C101648951,1,0
A001844,C1016502915,1,0
A001845,C1016521533,1,0
A001846,C1016544770,0,1
A001847,C1016549397,1,0
A001848,C1016567859,1,0
A001849,C1016575889,1,0
A001850,C1016589928,1,0
A001851,C1016615620,1,0
A001852,C1016615800,0,1
A001853,C1016616731,1,0
A001854,C1016622371,1,0
A001855,C1016626170,1,0
A001856,C1016647425,1,0
A001857,C1016651356,1,0
A001858,C1016659458,0,1
A001859,C101666128,0,1
A001860,C1016665780,0,1
A001861,C1016689071,0,1
A001862,C1016695932,1,0
A001863,C1016703920,0,1
A001864,C1016706248,1,0
A001865,C101671044,1,0
A001866,C1016715228,1,0
A001867,C1016717575,1,0
A001868,C1016721236,1,0
A001869,C1016729386,1,0
A001870,C1016736882,1,0
A001871,C1016739183,1,0
A001872,C101674039,1,0
A001873,C101674236,1,0
A001874,C1016745740,1,0
A001875,C1016751827,1,0
A001876,C1016763585,1,0
A001877,C1016765441,1,0
A001878,C1016766591,1,0
A001879,C101677237,1,0
A001880,C1016775678,1,0
A001881,C1016779850,1,0
A001882,C101678664,1,0
